name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Ryan Anderson","Houston Rockets",2016-11-27,2016,3412,1610612745,400899701,1,4,22,1,"Fadeaway Bank shot","2PT Field Goal",17,"Portland Trail Blazers",89,154,0,0.00,,0.00,0.00
"Ryan Anderson","New Orleans Pelicans",2016-03-16,2015,3412,1610612740,400828897,2,1,13,1,"Fadeaway Bank shot","2PT Field Goal",18,"Sacramento Kings",155,101,0,0.00,,0.00,0.00
"Ryan Anderson","New Orleans Hornets",2013-02-01,2012,3412,1610612740,400278412,1,2,08,1,"Fadeaway Bank shot","3PT Field Goal",27,"Denver Nuggets",6,271,,,,,
"Ryan Anderson","New Orleans Pelicans",2016-02-10,2015,3412,1610612740,400828685,3,2,34,0,"Fadeaway Jump Shot","2PT Field Goal",20,"Utah Jazz",-207,-5,0,0.00,,0.00,0.00
"Ryan Anderson","New Orleans Hornets",2012-12-28,2012,3412,1610612740,400278150,4,10,48,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Toronto Raptors",-172,7,,,,,
"Ryan Anderson","New Orleans Pelicans",2015-04-01,2014,3412,1610612740,,4,2,12,0,"Fadeaway Jump Shot","2PT Field Goal",15,"Los Angeles Lakers",17,158,2,3.50,"Brown, Jabari",2.40,6.10
"Ryan Anderson","New Orleans Pelicans",2015-12-25,2015,3412,1610612740,400828323,4,7,07,1,"Fadeaway Jump Shot","2PT Field Goal",16,"Miami Heat",-140,85,1,2.00,"Wade, Dwyane",4.00,9.40
"Ryan Anderson","New Orleans Pelicans",2016-03-18,2015,3412,1610612740,400828912,3,2,18,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Portland Trail Blazers",-166,28,0,0.00,,0.00,0.00
"Ryan Anderson","New Orleans Pelicans",2016-01-13,2015,3412,1610612740,400828472,2,9,07,0,"Fadeaway Jump Shot","2PT Field Goal",17,"Sacramento Kings",128,124,2,3.20,"Gay, Rudy",6.20,7.70
"Ryan Anderson","New Orleans Pelicans",2015-11-20,2015,3412,1610612740,400828069,2,4,34,0,"Fadeaway Jump Shot","2PT Field Goal",15,"San Antonio Spurs",145,43,1,3.40,"Leonard, Kawhi",2.60,12.60
"Ryan Anderson","New Orleans Hornets",2012-10-31,2012,3412,1610612740,400277728,1,0,06,0,"Fadeaway Jump Shot","2PT Field Goal",20,"San Antonio Spurs",-29,206,,,,,
"Ryan Anderson","New Orleans Pelicans",2015-01-02,2014,3412,1610612740,400578780,1,0,03,1,"Fadeaway Jump Shot","2PT Field Goal",20,"Houston Rockets",-29,200,2,1.50,"Brewer, Corey",3.60,0.00
"Ryan Anderson","New Orleans Pelicans",2016-03-16,2015,3412,1610612740,400828897,2,9,03,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Sacramento Kings",120,134,0,0.00,,0.00,0.00
"Ryan Anderson","New Orleans Pelicans",2015-11-17,2015,3412,1610612740,400828050,4,2,02,1,"Fadeaway Jump Shot","2PT Field Goal",19,"Denver Nuggets",-147,134,3,3.40,"Faried, Kenneth",3.70,8.80
"Ryan Anderson","New Orleans Pelicans",2014-12-16,2014,3412,1610612740,400578658,2,6,45,1,"Fadeaway Jump Shot","2PT Field Goal",16,"Utah Jazz",160,33,0,1.00,"Burks, Alec",4.30,10.90
"Ryan Anderson","New Orleans Pelicans",2016-03-16,2015,3412,1610612740,400828897,4,4,45,1,"Fadeaway Jump Shot","3PT Field Goal",23,"Sacramento Kings",-233,11,0,0.00,,0.00,0.00
"Ryan Anderson","New Orleans Pelicans",2015-01-19,2014,3412,1610612740,400578910,4,9,07,0,"Fadeaway Jump Shot","2PT Field Goal",20,"New York Knicks",47,195,2,2.50,"Smith, Jason",5.40,12.00
"Ryan Anderson","New Orleans Pelicans",2014-11-29,2014,3412,1610612740,400578528,3,2,24,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Washington Wizards",155,71,3,3.60,"Beal, Bradley",4.50,3.00
"Ryan Anderson","New Orleans Pelicans",2014-11-28,2014,3412,1610612740,400578517,1,1,53,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Atlanta Hawks",-68,156,0,0.80,"Scott, Mike",3.90,10.20
"Ryan Anderson","New Orleans Pelicans",2016-03-16,2015,3412,1610612740,400828897,2,4,13,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Sacramento Kings",112,139,0,0.00,,0.00,0.00
"Ryan Anderson","Orlando Magic",2012-03-30,2011,3412,1610612753,320330019,2,0,00,0,"Fadeaway Jump Shot","2PT Field Goal",19,"Dallas Mavericks",-172,96,,,,,
