name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Paul George","Indiana Pacers",2015-10-28,2015,4251,1610612754,400827896,2,0,17,0,"Fadeaway Jump Shot","2PT Field Goal",20,"Toronto Raptors",202,32,11,9.20,"Carroll, DeMarre",3.30,0.00
"Paul George","Indiana Pacers",2015-11-21,2015,4251,1610612754,400828077,3,8,04,1,"Fadeaway Jump Shot","2PT Field Goal",15,"Milwaukee Bucks",150,-6,3,3.60,"Antetokounmpo, Giannis",3.40,10.60
"Paul George","Indiana Pacers",2013-03-28,2012,4251,1610612754,400278792,3,8,25,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Dallas Mavericks",105,124,,,,,
"Paul George","Indiana Pacers",2012-12-14,2012,4251,1610612754,400278047,3,0,50,0,"Fadeaway Jump Shot","2PT Field Goal",15,"Philadelphia 76ers",152,14,,,,,
"Paul George","Indiana Pacers",2013-12-23,2013,4251,1610612754,400489283,1,2,06,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-177,-10,2,1.00,"Johnson, Joe",2.70,3.50
"Paul George","Indiana Pacers",2011-03-13,2010,4251,1610612754,310313018,3,9,08,0,"Fadeaway Jump Shot","2PT Field Goal",16,"New York Knicks",159,53,,,,,
"Paul George","Indiana Pacers",2011-01-14,2010,4251,1610612754,310114011,3,1,37,0,"Fadeaway Jump Shot","2PT Field Goal",17,"Chicago Bulls",105,140,,,,,
"Paul George","Indiana Pacers",2013-12-02,2013,4251,1610612754,400489133,3,6,42,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",-172,36,9,8.00,"Batum, Nicolas",3.70,16.30
"Paul George","Indiana Pacers",2011-01-08,2010,4251,1610612754,310108001,4,9,29,1,"Fadeaway Jump Shot","2PT Field Goal",18,"Atlanta Hawks",10,184,,,,,
"Paul George","Indiana Pacers",2012-03-29,2011,4251,1610612754,320329011,3,7,51,0,"Fadeaway Jump Shot","2PT Field Goal",15,"Washington Wizards",151,30,,,,,
"Paul George","Indiana Pacers",2014-03-07,2013,4251,1610612754,400489799,1,4,28,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Houston Rockets",-166,6,3,3.30,"Harden, James",2.90,15.90
"Paul George","Indiana Pacers",2015-11-11,2015,4251,1610612754,400828003,4,1,07,0,"Fadeaway Jump Shot","2PT Field Goal",18,"Boston Celtics",156,92,1,4.40,"Turner, Evan",2.70,1.90
"Paul George","Indiana Pacers",2013-03-08,2012,4251,1610612754,400278636,3,1,01,1,"Fadeaway Jump Shot","2PT Field Goal",16,"Orlando Magic",-158,44,,,,,
"Paul George","Indiana Pacers",2015-04-10,2014,4251,1610612754,400579471,1,3,18,0,"Fadeaway Jump Shot","2PT Field Goal",18,"Detroit Pistons",168,74,0,0.60,"Butler, Caron",4.10,9.30
