name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Luol Deng","Chicago Bulls",2012-01-04,2011,2429,1610612741,320104008,2,9,06,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Detroit Pistons",48,159,,,,,
"Luol Deng","Miami Heat",2016-01-26,2015,2429,1610612748,400828565,3,5,30,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-178,-1,0,0.00,,0.00,0.00
"Luol Deng","Chicago Bulls",2013-11-30,2013,2429,1610612741,400489115,3,2,39,1,"Fadeaway Jump Shot","2PT Field Goal",16,"Cleveland Cavaliers",-157,48,1,3.40,"Gee, Alonzo",5.10,6.70
"Luol Deng","Cleveland Cavaliers",2014-03-14,2013,2429,1610612739,400489853,1,6,29,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Golden State Warriors",-152,74,2,4.10,"Iguodala, Andre",3.70,9.60
"Luol Deng","Chicago Bulls",2011-02-12,2010,2429,1610612741,310212003,1,6,18,1,"Fadeaway Jump Shot","2PT Field Goal",15,"New Orleans Pelicans",143,53,,,,,
"Luol Deng","Chicago Bulls",2011-01-05,2010,2429,1610612741,310105017,3,11,03,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Brooklyn Nets",-161,1,,,,,
"Luol Deng","Chicago Bulls",2012-02-16,2011,2429,1610612741,320216004,3,8,39,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Boston Celtics",-136,86,,,,,
"Luol Deng","Chicago Bulls",2010-11-08,2010,2429,1610612741,301108004,1,9,13,0,"Fadeaway Jump Shot","2PT Field Goal",15,"Denver Nuggets",-157,7,,,,,
"Luol Deng","Cleveland Cavaliers",2014-04-04,2013,2429,1610612739,400490005,4,3,49,1,"Fadeaway Jump Shot","2PT Field Goal",15,"Atlanta Hawks",-95,121,5,4.80,"Carroll, DeMarre",2.40,9.10
"Luol Deng","Chicago Bulls",2012-04-21,2011,2429,1610612741,320421004,1,0,13,0,"Fadeaway Jump Shot","2PT Field Goal",18,"Dallas Mavericks",130,132,,,,,
"Luol Deng","Miami Heat",2014-12-12,2014,2429,1610612748,400578630,3,4,02,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Utah Jazz",-168,-22,1,2.80,"Booker, Trevor",3.40,8.40
"Luol Deng","Miami Heat",2014-12-07,2014,2429,1610612748,400578588,1,6,21,0,"Fadeaway Jump Shot","2PT Field Goal",18,"Memphis Grizzlies",-185,12,1,2.70,"Prince, Tayshaun",4.10,4.80
"Luol Deng","Chicago Bulls",2011-01-22,2010,2429,1610612741,310122004,4,0,32,1,"Fadeaway Jump Shot","2PT Field Goal",18,"Cleveland Cavaliers",103,153,,,,,
"Luol Deng","Chicago Bulls",2012-02-18,2011,2429,1610612741,320218004,2,4,27,1,"Fadeaway Jump Shot","2PT Field Goal",18,"Brooklyn Nets",80,162,,,,,
"Luol Deng","Miami Heat",2014-12-21,2014,2429,1610612748,400578696,1,4,28,0,"Fadeaway Jump Shot","2PT Field Goal",16,"Boston Celtics",149,63,1,1.00,"Green, Jeff",3.90,7.80
"Luol Deng","Chicago Bulls",2011-03-22,2010,2429,1610612741,310322001,1,6,33,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Atlanta Hawks",141,102,,,,,
"Luol Deng","Chicago Bulls",2012-12-22,2012,2429,1610612741,400278111,3,11,06,0,"Fadeaway Jump Shot","2PT Field Goal",15,"Atlanta Hawks",-68,143,,,,,
"Luol Deng","Chicago Bulls",2012-03-28,2011,2429,1610612741,320328001,1,6,57,0,"Fadeaway Jump Shot","2PT Field Goal",20,"Atlanta Hawks",173,105,,,,,
"Luol Deng","Miami Heat",2015-02-23,2014,2429,1610612748,400579122,1,8,54,0,"Fadeaway Jump Shot","2PT Field Goal",18,"Philadelphia 76ers",-95,159,5,4.70,"Noel, Nerlens",4.80,1.90
"Luol Deng","Cleveland Cavaliers",2014-03-14,2013,2429,1610612739,400489853,2,1,02,1,"Fadeaway Jump Shot","2PT Field Goal",17,"Golden State Warriors",-171,17,3,3.50,"Barnes, Harrison",4.60,18.00
