name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Jameer Nelson","Orlando Magic",2011-12-25,2011,2439,1610612753,311225025,4,0,41,0,"Fadeaway Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",-239,145,,,,,
"Jameer Nelson","Denver Nuggets",2015-01-25,2014,2439,1610612743,400578958,2,8,37,1,"Fadeaway Jump Shot","3PT Field Goal",23,"Washington Wizards",236,4,9,7.30,"Webster, Martell",4.60,15.70
"Jameer Nelson","Orlando Magic",2011-01-30,2010,2439,1610612753,310130019,2,0,00,0,"Fadeaway Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-228,37,,,,,
"Jameer Nelson","Orlando Magic",2013-12-08,2013,2439,1610612753,400489174,4,4,33,1,"Jump Bank Shot","3PT Field Goal",25,"Houston Rockets",189,164,4,5.00,"Beverley, Patrick",3.50,12.70
"Jameer Nelson","Orlando Magic",2012-03-05,2011,2439,1610612753,320305028,2,0,00,0,"Jump Bank Shot","3PT Field Goal",25,"Toronto Raptors",-65,242,,,,,
"Jameer Nelson","Orlando Magic",2011-04-06,2010,2439,1610612753,310406030,5,1,43,1,"Jump Bank Shot","3PT Field Goal",25,"Charlotte Hornets",77,242,,,,,
"Jameer Nelson","Denver Nuggets",2016-11-27,2016,2439,1610612743,400899696,1,0,59,1,"Jump Shot","3PT Field Goal",24,"Phoenix Suns",-201,144,0,0.00,,0.00,0.00
"Jameer Nelson","Denver Nuggets",2016-11-27,2016,2439,1610612743,400899696,3,4,43,1,"Jump Shot","3PT Field Goal",25,"Phoenix Suns",-194,160,0,0.00,,0.00,0.00
"Jameer Nelson","Denver Nuggets",2016-11-27,2016,2439,1610612743,400899696,4,1,18,0,"Jump Shot","3PT Field Goal",23,"Phoenix Suns",-230,-21,0,0.00,,0.00,0.00
"Jameer Nelson","Denver Nuggets",2016-11-22,2016,2439,1610612743,400899660,3,0,34,0,"Jump Shot","3PT Field Goal",26,"Chicago Bulls",174,195,0,0.00,,0.00,0.00
