name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Randy Foye","Denver Nuggets",2015-12-03,2015,3003,1610612743,400828165,1,0,00,0,"Driving Floating Jump Shot","3PT Field Goal",44,"Toronto Raptors",1,442,2,1.80,"Joseph, Cory",5.70,0.00
"Randy Foye","Denver Nuggets",2015-11-05,2015,3003,1610612743,400827960,3,0,00,0,"Fadeaway Jump Shot","3PT Field Goal",26,"Utah Jazz",-14,269,0,0.80,"Gobert, Rudy",5.20,0.00
"Randy Foye","Denver Nuggets",2014-02-03,2013,3003,1610612743,400489591,4,0,00,1,"Fadeaway Jump Shot","3PT Field Goal",29,"Los Angeles Clippers",13,296,1,1.70,"Griffin, Blake",4.00,0.00
"Randy Foye","Denver Nuggets",2016-01-25,2015,3003,1610612743,400828559,4,0,00,0,"Floating Jump shot","3PT Field Goal",24,"Atlanta Hawks",71,237,0,0.00,,0.00,0.00
"Randy Foye","Brooklyn Nets",2016-12-28,2016,3003,1610612751,400899922,2,8,39,0,"Floating Jump shot","3PT Field Goal",26,"Chicago Bulls",156,218,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2015-11-09,2015,3003,1610612743,400827989,3,0,00,0,"Floating Jump shot","3PT Field Goal",26,"Portland Trail Blazers",-78,249,4,3.60,"Lillard, Damian",1.90,0.00
"Randy Foye","Denver Nuggets",2015-11-24,2015,3003,1610612743,400828099,4,7,23,1,"Jump Bank Shot","3PT Field Goal",24,"Los Angeles Clippers",-138,203,6,6.40,"Stephenson, Lance",4.40,16.50
"Randy Foye","Utah Jazz",2012-12-18,2012,3003,1610612762,400278078,1,10,52,1,"Jump Bank Shot","3PT Field Goal",29,"Brooklyn Nets",-15,295,,,,,
"Randy Foye","Denver Nuggets",2016-02-08,2015,3003,1610612743,400828665,4,7,41,1,"Jump Shot","3PT Field Goal",26,"Brooklyn Nets",-58,262,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-08,2015,3003,1610612743,400828665,4,6,55,0,"Jump Shot","3PT Field Goal",23,"Brooklyn Nets",230,-21,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-01-30,2015,3003,1610612743,400828596,4,5,57,0,"Jump Shot","3PT Field Goal",25,"Indiana Pacers",-176,188,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-01-30,2015,3003,1610612743,400828596,2,6,41,0,"Jump Shot","3PT Field Goal",27,"Indiana Pacers",-120,242,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2015-12-30,2015,3003,1610612743,400828369,3,2,07,0,"Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-164,194,0,19.50,"Henderson, Gerald",6.00,16.40
"Randy Foye","Brooklyn Nets",2016-11-27,2016,3003,1610612751,400899697,1,2,31,1,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",14,247,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-04-09,2015,3003,1610612760,400829080,4,6,07,1,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",-38,254,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2015-12-26,2015,3003,1610612743,400828337,4,5,33,0,"Jump Shot","3PT Field Goal",24,"San Antonio Spurs",-245,46,0,2.10,"Mills, Patty",2.90,11.00
"Randy Foye","Denver Nuggets",2015-12-30,2015,3003,1610612743,400828369,1,3,28,0,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",156,188,0,0.80,"McCollum, CJ",4.30,8.60
"Randy Foye","Denver Nuggets",2015-12-05,2015,3003,1610612743,400828176,4,7,57,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",82,244,0,0.80,"Stauskas, Nik",5.40,12.70
"Randy Foye","Denver Nuggets",2015-12-05,2015,3003,1610612743,400828176,2,1,18,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-91,239,2,3.50,"Grant, Jerami",5.10,4.40
"Randy Foye","Denver Nuggets",2015-12-05,2015,3003,1610612743,400828176,2,4,59,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",141,208,1,1.80,"Wroten, Tony",6.30,16.50
"Randy Foye","Denver Nuggets",2015-12-05,2015,3003,1610612743,400828176,4,9,15,0,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",223,111,0,0.70,"Thompson, Hollis",5.00,6.20
"Randy Foye","Oklahoma City Thunder",2016-03-18,2015,3003,1610612760,400828908,2,2,17,0,"Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",232,21,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-18,2015,3003,1610612760,400828908,1,3,58,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",177,183,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-18,2015,3003,1610612760,400828908,1,0,36,0,"Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-45,264,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-18,2015,3003,1610612760,400828908,4,6,06,0,"Jump Shot","3PT Field Goal",22,"Philadelphia 76ers",-229,-4,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-04-09,2015,3003,1610612760,400829080,4,8,37,0,"Jump Shot","3PT Field Goal",22,"Sacramento Kings",228,28,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-04-03,2015,3003,1610612760,400829032,2,5,21,0,"Jump Shot","3PT Field Goal",25,"Houston Rockets",235,105,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2015-12-14,2015,3003,1610612743,400828252,4,8,13,0,"Jump Shot","3PT Field Goal",25,"Houston Rockets",-160,203,0,0.80,"Beverley, Patrick",4.50,8.70
"Randy Foye","Denver Nuggets",2015-12-14,2015,3003,1610612743,400828252,4,10,39,0,"Jump Shot","3PT Field Goal",22,"Houston Rockets",-228,8,0,0.80,"Beverley, Patrick",4.20,6.80
"Randy Foye","Denver Nuggets",2016-01-15,2015,3003,1610612743,400828487,2,6,08,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",-63,252,9,9.50,"Johnson, Tyler",4.60,14.20
"Randy Foye","Oklahoma City Thunder",2016-03-29,2015,3003,1610612760,400828997,3,2,56,0,"Jump Shot","3PT Field Goal",27,"Detroit Pistons",-158,228,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-01-10,2015,3003,1610612743,400828450,2,0,31,1,"Jump Shot","3PT Field Goal",24,"Charlotte Hornets",69,239,7,5.70,"Batum, Nicolas",7.20,18.30
"Randy Foye","Denver Nuggets",2016-01-10,2015,3003,1610612743,400828450,4,6,06,0,"Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-215,139,2,3.10,"Walker, Kemba",5.00,2.30
"Randy Foye","Denver Nuggets",2015-12-26,2015,3003,1610612743,400828337,3,3,28,1,"Jump Shot","3PT Field Goal",25,"San Antonio Spurs",158,198,0,0.80,"Mills, Patty",7.60,3.00
"Randy Foye","Denver Nuggets",2016-02-08,2015,3003,1610612743,400828665,4,9,31,1,"Jump Shot","3PT Field Goal",24,"Brooklyn Nets",89,224,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2015-12-26,2015,3003,1610612743,400828337,1,2,23,0,"Jump Shot","3PT Field Goal",24,"San Antonio Spurs",173,169,0,0.80,"Mills, Patty",4.20,20.90
"Randy Foye","Denver Nuggets",2016-02-08,2015,3003,1610612743,400828665,2,8,20,0,"Jump Shot","3PT Field Goal",24,"Brooklyn Nets",101,228,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-08,2015,3003,1610612743,400828665,3,0,21,1,"Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-238,-21,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-08,2015,3003,1610612743,400828665,2,6,36,0,"Jump Shot","3PT Field Goal",22,"Brooklyn Nets",-222,52,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-19,2015,3003,1610612760,400828918,3,6,46,1,"Jump Shot","3PT Field Goal",23,"Indiana Pacers",230,51,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-26,2015,3003,1610612760,400828975,1,0,00,0,"Jump Shot","3PT Field Goal",30,"San Antonio Spurs",-168,257,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-26,2015,3003,1610612760,400828975,2,5,38,0,"Jump Shot","3PT Field Goal",23,"San Antonio Spurs",230,18,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-26,2015,3003,1610612760,400828975,4,11,38,0,"Jump Shot","3PT Field Goal",24,"San Antonio Spurs",-84,228,0,0.00,,0.00,0.00
"Randy Foye","Brooklyn Nets",2016-11-27,2016,3003,1610612751,400899697,4,9,26,0,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",10,242,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-14,2015,3003,1610612760,400828880,4,6,35,1,"Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",176,178,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-14,2015,3003,1610612760,400828880,2,11,43,1,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-158,190,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-14,2015,3003,1610612760,400828880,3,1,18,1,"Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-35,259,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2015-12-27,2015,3003,1610612743,400828343,2,8,16,0,"Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-233,26,0,0.50,"Augustin, D.J.",7.90,10.80
"Randy Foye","Denver Nuggets",2015-12-27,2015,3003,1610612743,400828343,4,11,02,0,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-174,178,4,4.00,"Waiters, Dion",3.90,4.80
"Randy Foye","Oklahoma City Thunder",2016-03-29,2015,3003,1610612760,400828997,4,1,15,0,"Jump Shot","3PT Field Goal",26,"Detroit Pistons",-119,232,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-09,2015,3003,1610612760,400828842,1,1,43,1,"Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-155,210,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-09,2015,3003,1610612760,400828842,4,9,38,0,"Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",232,18,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-09,2015,3003,1610612760,400828842,4,6,09,0,"Jump Shot","3PT Field Goal",22,"Los Angeles Clippers",225,16,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-01,2015,3003,1610612743,400828614,3,0,46,1,"Jump Shot","3PT Field Goal",23,"Toronto Raptors",-230,-6,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2015-12-22,2015,3003,1610612743,400828309,1,2,56,1,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",4,259,1,2.60,"Russell, D'Angelo",7.50,17.40
"Randy Foye","Denver Nuggets",2015-12-22,2015,3003,1610612743,400828309,4,7,25,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-246,11,0,1.00,"Russell, D'Angelo",5.00,18.60
"Randy Foye","Denver Nuggets",2015-12-22,2015,3003,1610612743,400828309,1,2,27,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",137,208,0,1.40,"Bryant, Kobe",15.90,11.10
"Randy Foye","Brooklyn Nets",2016-11-27,2016,3003,1610612751,400899697,2,11,23,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",-197,164,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-01-27,2015,3003,1610612743,400828572,4,2,11,1,"Jump Shot","3PT Field Goal",25,"Boston Celtics",-153,203,0,0.00,,0.00,0.00
"Randy Foye","Brooklyn Nets",2016-11-27,2016,3003,1610612751,400899697,1,0,40,1,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",-169,180,0,0.00,,0.00,0.00
"Randy Foye","Brooklyn Nets",2016-11-27,2016,3003,1610612751,400899697,3,3,19,0,"Jump Shot","3PT Field Goal",22,"Sacramento Kings",-227,3,0,0.00,,0.00,0.00
"Randy Foye","Brooklyn Nets",2016-11-27,2016,3003,1610612751,400899697,3,0,00,0,"Jump Shot","3PT Field Goal",69,"Sacramento Kings",-166,675,0,0.00,,0.00,0.00
"Randy Foye","Brooklyn Nets",2016-12-03,2016,3003,1610612751,400899733,1,1,39,0,"Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",-228,134,0,0.00,,0.00,0.00
"Randy Foye","Brooklyn Nets",2016-12-03,2016,3003,1610612751,400899733,4,7,40,0,"Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",171,185,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-01-06,2015,3003,1610612743,400828417,4,0,21,0,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",125,214,14,11.70,"Wiggins, Andrew",2.80,10.50
"Randy Foye","Brooklyn Nets",2016-11-18,2016,3003,1610612751,400899628,3,11,00,0,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",45,239,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-10,2015,3003,1610612743,400828681,4,6,30,1,"Jump Shot","3PT Field Goal",27,"Detroit Pistons",-173,208,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-10,2015,3003,1610612743,400828681,3,1,22,1,"Jump Shot","3PT Field Goal",26,"Detroit Pistons",45,257,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-10,2015,3003,1610612743,400828681,2,9,37,0,"Jump Shot","3PT Field Goal",26,"Detroit Pistons",92,247,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-01-17,2015,3003,1610612743,400828500,4,0,20,1,"Jump Shot","3PT Field Goal",25,"Indiana Pacers",-96,237,0,1.00,"Hill, Solomon",10.00,6.50
"Randy Foye","Oklahoma City Thunder",2016-03-29,2015,3003,1610612760,400828997,4,8,34,1,"Jump Shot","3PT Field Goal",23,"Detroit Pistons",230,51,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-29,2015,3003,1610612760,400828997,4,3,11,0,"Jump Shot","3PT Field Goal",25,"Detroit Pistons",218,139,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-01,2015,3003,1610612743,400828614,1,0,01,0,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",145,208,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-01,2015,3003,1610612743,400828614,4,9,44,1,"Jump Shot","3PT Field Goal",24,"Toronto Raptors",228,101,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-01,2015,3003,1610612743,400828614,4,8,03,1,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",-189,164,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2016-02-01,2015,3003,1610612743,400828614,1,2,14,1,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",-215,141,0,0.00,,0.00,0.00
"Randy Foye","Oklahoma City Thunder",2016-03-19,2015,3003,1610612760,400828918,3,3,55,0,"Jump Shot","3PT Field Goal",26,"Indiana Pacers",143,228,0,0.00,,0.00,0.00
"Randy Foye","Denver Nuggets",2015-12-15,2015,3003,1610612743,400828255,2,10,58,1,"Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",-233,13,0,0.70,"Prince, Tayshaun",4.50,11.70
"Randy Foye","Denver Nuggets",2015-12-15,2015,3003,1610612743,400828255,2,11,26,1,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",127,208,0,1.00,"LaVine, Zach",5.40,10.00
"Randy Foye","Denver Nuggets",2015-12-15,2015,3003,1610612743,400828255,2,2,39,1,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",22,252,0,1.40,"Rubio, Ricky",5.10,14.50
"Randy Foye","Denver Nuggets",2015-12-15,2015,3003,1610612743,400828255,2,4,18,1,"Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",2,264,0,0.80,"Rudez, Damjan",7.60,7.50
