name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Brandon Jennings","Detroit Pistons",2014-11-12,2014,3997,1610612765,400578401,1,6,12,1,"Fadeaway Jump Shot","3PT Field Goal",23,"Washington Wizards",-237,34,7,6.50,"Pierce, Paul",5.10,16.20
"Brandon Jennings","New York Knicks",2016-11-17,2016,3997,1610612752,400899619,4,4,24,1,"Fadeaway Jump Shot","3PT Field Goal",25,"Washington Wizards",205,154,0,0.00,,0.00,0.00
"Brandon Jennings","Milwaukee Bucks",2013-03-30,2012,3997,1610612749,400278810,3,7,52,1,"Fadeaway Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",231,-17,,,,,
"Brandon Jennings","Detroit Pistons",2013-12-07,2013,3997,1610612765,400489165,4,0,53,1,"Jump Bank Shot","3PT Field Goal",24,"Chicago Bulls",-153,197,22,20.90,"Hinrich, Kirk",3.00,0.00
"Brandon Jennings","Milwaukee Bucks",2011-03-08,2010,3997,1610612749,310308027,2,0,00,1,"Jump Bank Shot","3PT Field Goal",25,"Washington Wizards",-95,242,,,,,
"Brandon Jennings","Detroit Pistons",2013-11-11,2013,3997,1610612765,400488978,4,3,34,1,"Jump Bank Shot","3PT Field Goal",26,"Portland Trail Blazers",-231,129,15,12.70,"Aldridge, LaMarcus",6.70,11.70
"Brandon Jennings","Orlando Magic",2016-02-26,2015,3997,1610612753,400828750,2,8,41,0,"Jump Shot","3PT Field Goal",25,"New York Knicks",-153,205,0,0.00,,0.00,0.00
"Brandon Jennings","Orlando Magic",2016-02-26,2015,3997,1610612753,400828750,1,0,00,1,"Jump Shot","3PT Field Goal",25,"New York Knicks",164,198,0,0.00,,0.00,0.00
"Brandon Jennings","Orlando Magic",2016-02-26,2015,3997,1610612753,400828750,1,1,06,0,"Jump Shot","3PT Field Goal",25,"New York Knicks",195,164,0,0.00,,0.00,0.00
"Brandon Jennings","Detroit Pistons",2016-02-04,2015,3997,1610612765,400828633,2,8,00,0,"Jump Shot","3PT Field Goal",26,"New York Knicks",163,210,0,0.00,,0.00,0.00
"Brandon Jennings","Detroit Pistons",2016-02-04,2015,3997,1610612765,400828633,2,8,53,1,"Jump Shot","3PT Field Goal",24,"New York Knicks",236,61,0,0.00,,0.00,0.00
"Brandon Jennings","Detroit Pistons",2016-01-14,2015,3997,1610612765,400828476,4,5,42,1,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",28,257,10,8.00,"Chalmers, Mario",3.60,13.70
"Brandon Jennings","Detroit Pistons",2016-01-14,2015,3997,1610612765,400828476,4,0,37,0,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",68,249,24,19.50,"Randolph, Zach",2.70,3.70
"Brandon Jennings","New York Knicks",2016-11-22,2016,3997,1610612752,400899658,2,10,49,0,"Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",19,259,0,0.00,,0.00,0.00
"Brandon Jennings","New York Knicks",2016-11-22,2016,3997,1610612752,400899658,3,5,34,0,"Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",225,-6,0,0.00,,0.00,0.00
"Brandon Jennings","New York Knicks",2016-11-22,2016,3997,1610612752,400899658,3,0,33,0,"Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",1,267,0,0.00,,0.00,0.00
